"nome","nome-2","numero","digito","nome-3","id","nome-4"
"Caixa Econômica Federal","Agência número 16 do banco Caixa Econômica Federal",85495902,8,"Hernâni Bethancout",1509,"Débito"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",255503693,6,"João Rebello",1510,"Débito"
"Caixa Econômica Federal","Agência número 18 do banco Caixa Econômica Federal",431014199,6,"Quitério Galvão",1511,"Débito"
"Banco Bradesco S.A.","Agência número 26 do banco Banco Bradesco S.A.",22728113,7,"Ítala Collares",1512,"Débito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",290489730,3,"Polibe Rios",1513,"Débito"
"Banco Itaú S.A.","Agência número 29 do banco Banco Itaú S.A.",15769960,4,"Ubirajara Siqueira",1514,"Débito"
"Caixa Econômica Federal","Agência número 60 do banco Caixa Econômica Federal",360009812,8,"Políbio Campelo",1515,"Débito"
"Caixa Econômica Federal","Agência número 51 do banco Caixa Econômica Federal",390258408,6,"Caím Quintão",1516,"Débito"
"Banco do Brasil S.A.","Agência número 40 do banco Banco do Brasil S.A.",125219232,8,"Dirceu Peláez",1517,"Débito"
"Banco Itaú S.A.","Agência número 25 do banco Banco Itaú S.A.",340618593,1,"Laurinda Ferraço",1518,"Débito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",14118439,3,"Diógenes Novaes",1519,"Débito"
"Caixa Econômica Federal","Agência número 81 do banco Caixa Econômica Federal",14949625,3,"Leônidas   Brandán",1520,"Débito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 3 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",148171067,1,"Aurélia Foquiço",1521,"Débito"
"Banco do Brasil S.A.","Agência número 21 do banco Banco do Brasil S.A.",260070721,1,"Célia Rufino",1522,"Débito"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",24048895,8,"Patrícia Meira",1523,"Débito"
"Banco Bradesco S.A.","Agência número 28 do banco Banco Bradesco S.A.",211747031,3,"Augusto Ramires",1524,"Débito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",25081812,0,"Clementina Gabeira",1525,"Débito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",249749655,5,"Angélico Aragón",1526,"Débito"
"Banco Bradesco S.A.","Agência número 25 do banco Banco Bradesco S.A.",255674929,0,"Marcos Simas",1527,"Débito"
"Caixa Econômica Federal","Agência número 54 do banco Caixa Econômica Federal",418125983,2,"Flamínia Valentín",1528,"Débito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",348334224,2,"Adelaide Ruela",1529,"Débito"
"Banco do Brasil S.A.","Agência número 6 do banco Banco do Brasil S.A.",193291495,2,"Juliano Rodrigues",1530,"Débito"
"Caixa Econômica Federal","Agência número 33 do banco Caixa Econômica Federal",329711671,1,"Natacha Vásquez",1531,"Débito"
"Caixa Econômica Federal","Agência número 43 do banco Caixa Econômica Federal",339550311,0,"Carine Beserril",1532,"Débito"
"Banco do Brasil S.A.","Agência número 35 do banco Banco do Brasil S.A.",106124891,2,"Silvério Bento",1533,"Débito"
"Caixa Econômica Federal","Agência número 52 do banco Caixa Econômica Federal",371571641,5,"Valdeci Figueiró",1534,"Débito"
"Caixa Econômica Federal","Agência número 72 do banco Caixa Econômica Federal",237416846,0,"Collin Capucho",1535,"Débito"
"Caixa Econômica Federal","Agência número 80 do banco Caixa Econômica Federal",342928300,2,"Natividade Maior",1536,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 9 do banco Banco Santander (Brasil) S.A.",52668425,5,"Ildefonso Castellano",1537,"Débito"
"Banco Bradesco S.A.","Agência número 16 do banco Banco Bradesco S.A.",87859333,3,"Célia Guerreiro",1538,"Débito"
"Banco Santander (Brasil) S.A.","Agência número 1 do banco Banco Santander (Brasil) S.A.",394141331,1,"Gláucia Salguero",1539,"Crédito"
"Banco Panamericano S.A.","Agência número 4 do banco Banco Panamericano S.A.",203580474,6,"Benedita Portugal",1540,"Crédito"
"Banco Bradesco S.A.","Agência número 28 do banco Banco Bradesco S.A.",211747031,3,"Augusto Ramires",1541,"Crédito"
"Caixa Econômica Federal","Agência número 30 do banco Caixa Econômica Federal",163904238,3,"Lúcio Rebouças",1542,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 5 do banco Banco Santander (Brasil) S.A.",229504949,1,"Adriano Cambezes",1543,"Crédito"
"Caixa Econômica Federal","Agência número 28 do banco Caixa Econômica Federal",107717060,1,"Morgana Ipiranga",1544,"Crédito"
"Caixa Econômica Federal","Agência número 77 do banco Caixa Econômica Federal",315515906,2,"Lavínia Peçanha",1545,"Crédito"
"Caixa Econômica Federal","Agência número 11 do banco Caixa Econômica Federal",362325544,4,"Célia Rufino",1546,"Crédito"
"Caixa Econômica Federal","Agência número 102 do banco Caixa Econômica Federal",60756551,5,"Lídia Assumpção",1547,"Crédito"
"Caixa Econômica Federal","Agência número 11 do banco Caixa Econômica Federal",242717839,5,"Esperança Quinterno",1548,"Crédito"
"Banco Bradesco S.A.","Agência número 5 do banco Banco Bradesco S.A.",986103,7,"Lavínia Higuera",1549,"Crédito"
"Citibank N.A.","Agência número 14 do banco Citibank N.A.",389148864,1,"Minervina Castelão",1550,"Crédito"
"Caixa Econômica Federal","Agência número 89 do banco Caixa Econômica Federal",392611601,1,"Ovídio Azenha",1551,"Crédito"
"Banco Itaú S.A.","Agência número 9 do banco Banco Itaú S.A.",109042865,5,"Solano Alvim",1552,"Crédito"
"Caixa Econômica Federal","Agência número 90 do banco Caixa Econômica Federal",187035200,8,"Lúcio Villégas",1553,"Crédito"
"Banco Bradesco S.A.","Agência número 15 do banco Banco Bradesco S.A.",341282703,8,"Zuleica Larangeira",1554,"Crédito"
"Caixa Econômica Federal","Agência número 76 do banco Caixa Econômica Federal",177198655,5,"Salomão Carijó",1555,"Crédito"
"Caixa Econômica Federal","Agência número 15 do banco Caixa Econômica Federal",227768696,8,"Vitória Picanço",1556,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 4 do banco Banco Santander (Brasil) S.A.",323404707,5,"Danilo Caminha",1557,"Crédito"
"Caixa Econômica Federal","Agência número 52 do banco Caixa Econômica Federal",156922631,8,"Rufus Fróis",1558,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 29 do banco Banco Santander (Brasil) S.A.",105294373,2,"Abigail Belém",1559,"Crédito"
"Banco Itaú S.A.","Agência número 8 do banco Banco Itaú S.A.",240285900,7,"Ximeno Valentín",1560,"Crédito"
"Banco Itaú S.A.","Agência número 7 do banco Banco Itaú S.A.",15822670,1,"Célia Alancastre",1561,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 25 do banco Banco Santander (Brasil) S.A.",42648609,2,"Catarino Boaventura",1562,"Crédito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",271203609,8,"Antónia Cidreira",1563,"Crédito"
"Banco Itaú S.A.","Agência número 4 do banco Banco Itaú S.A.",276108961,3,"Maura Capanema",1564,"Crédito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",138328967,0,"Hugo Silveira dos Açores",1565,"Crédito"
"Banco Bradesco S.A.","Agência número 22 do banco Banco Bradesco S.A.",229671622,6,"Nazaré Quintanilha",1566,"Crédito"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",364294952,0,"Américo Reis",1567,"Crédito"
"Caixa Econômica Federal","Agência número 65 do banco Caixa Econômica Federal",241144408,8,"Guida Teodoro",1568,"Crédito"
"Banco do Brasil S.A.","Agência número 5 do banco Banco do Brasil S.A.",15140549,8,"Miriam Tévez",1569,"Crédito"
"Caixa Econômica Federal","Agência número 95 do banco Caixa Econômica Federal",292608330,5,"Janaína Collares",1570,"Crédito"
"Caixa Econômica Federal","Agência número 68 do banco Caixa Econômica Federal",81705121,3,"Raquel Guzmán",1571,"Crédito"
"Banco do Brasil S.A.","Agência número 20 do banco Banco do Brasil S.A.",158562267,0,"Guiomar Vale",1572,"Crédito"
"Caixa Econômica Federal","Agência número 72 do banco Caixa Econômica Federal",237416846,0,"Collin Capucho",1573,"Crédito"
"Banco do Brasil S.A.","Agência número 23 do banco Banco do Brasil S.A.",431262421,3,"Aarão Valentín",1574,"Crédito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",5446986,4,"Magali Nolasco",1575,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 6 do banco Banco Santander (Brasil) S.A.",369692311,6,"Ubiratã Marmou",1576,"Crédito"
"Banco do Brasil S.A.","Agência número 7 do banco Banco do Brasil S.A.",168215886,1,"Jaime Souto Maior",1577,"Crédito"
"Caixa Econômica Federal","Agência número 34 do banco Caixa Econômica Federal",167691573,0,"Arnaldo Estrela",1578,"Crédito"
"Banco Votorantim S.A.","Agência número 2 do banco Banco Votorantim S.A.",288432203,8,"Adélia Viana",1579,"Crédito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",58862980,2,"Norberto Canadas",1580,"Crédito"
"Caixa Econômica Federal","Agência número 60 do banco Caixa Econômica Federal",363715579,2,"Virgínia Baptista",1581,"Crédito"
"Citibank N.A.","Agência número 10 do banco Citibank N.A.",301678419,2,"Mileide Marroquim",1582,"Crédito"
"Caixa Econômica Federal","Agência número 93 do banco Caixa Econômica Federal",26894291,6,"Lineu Abasto",1583,"Crédito"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",273600731,3,"Donato Lacerda",1584,"Crédito"
"Banco do Brasil S.A.","Agência número 49 do banco Banco do Brasil S.A.",364941217,4,"Leopoldina Varanda",1585,"Crédito"
"Banco Bradesco S.A.","Agência número 24 do banco Banco Bradesco S.A.",304560641,2,"Diamantino Becerril",1586,"Crédito"
"Banco do Brasil S.A.","Agência número 44 do banco Banco do Brasil S.A.",77072861,2,"Lázaro Veiga",1587,"Crédito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",292888275,0,"Nídia Valerio",1588,"Crédito"
"Banco Bradesco S.A.","Agência número 7 do banco Banco Bradesco S.A.",82065030,7,"Inês Granjeiro",1589,"Crédito"
"Banco Itaú S.A.","Agência número 35 do banco Banco Itaú S.A.",357719152,2,"Eládio Ferrão",1590,"Crédito"
"Banco do Brasil S.A.","Agência número 30 do banco Banco do Brasil S.A.",403521640,1,"Davide Carneiro",1591,"Crédito"
"Caixa Econômica Federal","Agência número 20 do banco Caixa Econômica Federal",336215247,8,"Brígida Portella",1592,"Crédito"
"Caixa Econômica Federal","Agência número 64 do banco Caixa Econômica Federal",21568237,3,"Julieta Negromonte",1593,"Crédito"
"Caixa Econômica Federal","Agência número 50 do banco Caixa Econômica Federal",44895790,7,"Elvira Vidal",1594,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 4 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",89746065,5,"Ofélia Cerveira",1595,"Crédito"
"Banco Votorantim S.A.","Agência número 6 do banco Banco Votorantim S.A.",423138683,5,"Jerónimo, Jerônimo Cantanhede",1596,"Crédito"
"Banco Itaú S.A.","Agência número 29 do banco Banco Itaú S.A.",15769960,4,"Ubirajara Siqueira",1597,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 27 do banco Banco Santander (Brasil) S.A.",59226760,2,"Cesário Brião",1598,"Crédito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",428795214,8,"Laís Belchiorinho",1599,"Crédito"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",334786253,4,"Umbelina Neves",1600,"Crédito"
"Banco do Brasil S.A.","Agência número 39 do banco Banco do Brasil S.A.",299247041,8,"Palmiro Neres",1601,"Crédito"
"Citibank N.A.","Agência número 16 do banco Citibank N.A.",106523513,8,"Hermenegildo Sosa",1602,"Crédito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",224479925,1,"Solano Castelão",1603,"Crédito"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",196779169,8,"Raquel Guzmán",1604,"Crédito"
"Caixa Econômica Federal","Agência número 18 do banco Caixa Econômica Federal",105980628,7,"Eva Collares",1605,"Crédito"
"Banco do Brasil S.A.","Agência número 45 do banco Banco do Brasil S.A.",224478822,2,"Quitéria Vilarim",1606,"Crédito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",311520744,1,"Alarico Tibiriçá",1607,"Crédito"
"Caixa Econômica Federal","Agência número 58 do banco Caixa Econômica Federal",226031949,6,"Irene Mortágua",1608,"Crédito"
"Caixa Econômica Federal","Agência número 98 do banco Caixa Econômica Federal",332447931,6,"Roseli Salomão",1609,"Crédito"
"Banco do Brasil S.A.","Agência número 35 do banco Banco do Brasil S.A.",284810999,8,"Viriato Barata",1610,"Crédito"
"Caixa Econômica Federal","Agência número 32 do banco Caixa Econômica Federal",256686740,6,"Ginéculo Pinho",1611,"Crédito"
"Banco Itaú S.A.","Agência número 24 do banco Banco Itaú S.A.",386436835,3,"Deolindo Azeredo",1612,"Crédito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",329523173,7,"Judá Villar",1613,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 22 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",307348526,2,"Milu Carvalheira",1614,"Crédito"
"Citibank N.A.","Agência número 16 do banco Citibank N.A.",265011678,0,"Eloi Casqueira",1615,"Crédito"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",184481231,5,"Mariano Albuquerque",1616,"Crédito"
"Banco Itaú S.A.","Agência número 14 do banco Banco Itaú S.A.",314216724,3,"Adosindo Suaçuna",1617,"Crédito"
"Banco Bradesco S.A.","Agência número 11 do banco Banco Bradesco S.A.",152000542,8,"Fábio Villaverde",1618,"Crédito"
"Banco do Brasil S.A.","Agência número 47 do banco Banco do Brasil S.A.",402884846,7,"Zita Caneira",1619,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 24 do banco Banco Santander (Brasil) S.A.",142177674,8,"Augusto Curado",1620,"Crédito"
"Banco Itaú S.A.","Agência número 13 do banco Banco Itaú S.A.",400129089,6,"Bernardo Guterres",1621,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 3 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",78052423,7,"Teresa Fiestas",1622,"Crédito"
"Banco do Brasil S.A.","Agência número 12 do banco Banco do Brasil S.A.",343925259,8,"Zulmira Toledo",1623,"Crédito"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",312081481,6,"Fabíola Belchior",1624,"Crédito"
"Caixa Econômica Federal","Agência número 85 do banco Caixa Econômica Federal",216061885,6,"Ximeno Holanda",1625,"Crédito"
"Caixa Econômica Federal","Agência número 9 do banco Caixa Econômica Federal",219971673,3,"Mário Malta",1626,"Crédito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",119535816,0,"Milu Loureiro",1627,"Crédito"
"Banco Itaú S.A.","Agência número 2 do banco Banco Itaú S.A.",305145937,8,"Doroteia Souza",1628,"Crédito"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",71822855,0,"Eloi Casqueira",1629,"Crédito"
"Citibank N.A.","Agência número 10 do banco Citibank N.A.",397364750,0,"Emílio Macena",1630,"Crédito"
"Caixa Econômica Federal","Agência número 33 do banco Caixa Econômica Federal",392493434,6,"Gilda Franca",1631,"Crédito"
"Banco Itaú S.A.","Agência número 21 do banco Banco Itaú S.A.",414322296,5,"Tércio Quirós",1632,"Crédito"
"Caixa Econômica Federal","Agência número 23 do banco Caixa Econômica Federal",227669380,8,"Honório Sobreira",1633,"Crédito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",385733919,6,"Nicolau Barcellos",1634,"Crédito"
"Banco do Brasil S.A.","Agência número 9 do banco Banco do Brasil S.A.",59256727,5,"Natacha Vásquez",1635,"Crédito"
"Caixa Econômica Federal","Agência número 26 do banco Caixa Econômica Federal",209234587,8,"Daniel Alcántara",1636,"Crédito"
"Banco Bradesco S.A.","Agência número 7 do banco Banco Bradesco S.A.",269069867,2,"Deise Graça",1637,"Crédito"
"Caixa Econômica Federal","Agência número 38 do banco Caixa Econômica Federal",137080671,2,"Palmiro Neres",1638,"Crédito"
"Caixa Econômica Federal","Agência número 46 do banco Caixa Econômica Federal",81820336,2,"Borrás Monsanto",1639,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 16 do banco Banco Santander (Brasil) S.A.",348964389,5,"Romão Collares",1640,"Crédito"
"Caixa Econômica Federal","Agência número 52 do banco Caixa Econômica Federal",81050224,0,"Marli Gusmão",1641,"Crédito"
"Banco Itaú S.A.","Agência número 34 do banco Banco Itaú S.A.",270864881,8,"Juliano Rodrigues",1642,"Crédito"
"Caixa Econômica Federal","Agência número 96 do banco Caixa Econômica Federal",138946166,1,"Suniário Souto",1643,"Crédito"
"Caixa Econômica Federal","Agência número 71 do banco Caixa Econômica Federal",215743932,0,"Susana Noguera",1644,"Crédito"
"Banco do Brasil S.A.","Agência número 36 do banco Banco do Brasil S.A.",170063359,2,"Romão Collares",1645,"Crédito"
"Banco do Brasil S.A.","Agência número 41 do banco Banco do Brasil S.A.",110763269,6,"Beatriz Pari",1646,"Crédito"
"Caixa Econômica Federal","Agência número 88 do banco Caixa Econômica Federal",92658814,4,"Elias Ipanema",1647,"Crédito"
"Caixa Econômica Federal","Agência número 21 do banco Caixa Econômica Federal",229048319,3,"Isidro Caminha",1648,"Crédito"
"Banco Votorantim S.A.","Agência número 3 do banco Banco Votorantim S.A.",310867983,7,"Quintiliano Vieyra",1649,"Crédito"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",23691884,8,"Quintino Tavares",1650,"Crédito"
"Banco do Brasil S.A.","Agência número 19 do banco Banco do Brasil S.A.",78358192,0,"Leonel Rúa",1651,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 3 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",148171067,1,"Aurélia Foquiço",1652,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 11 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",336371340,0,"Odete Carvajal",1653,"Crédito"
"Caixa Econômica Federal","Agência número 2 do banco Caixa Econômica Federal",19174386,8,"Timóteo Doutel",1654,"Crédito"
"Caixa Econômica Federal","Agência número 61 do banco Caixa Econômica Federal",291023771,6,"Mileide Semedo",1655,"Crédito"
"Caixa Econômica Federal","Agência número 2 do banco Caixa Econômica Federal",10676972,4,"Rudi Coelho",1656,"Crédito"
"Caixa Econômica Federal","Agência número 71 do banco Caixa Econômica Federal",250891,7,"Hugo Arouca",1657,"Crédito"
"Caixa Econômica Federal","Agência número 89 do banco Caixa Econômica Federal",148739669,5,"Florêncio Palmeira",1658,"Crédito"
"Banco Bradesco S.A.","Agência número 24 do banco Banco Bradesco S.A.",309944323,0,"Honorina Lousado",1659,"Crédito"
"Banco do Brasil S.A.","Agência número 45 do banco Banco do Brasil S.A.",373891103,1,"Luciana Câmara",1660,"Crédito"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",357559117,0,"Domingas Canejo",1661,"Crédito"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",377416799,7,"Noel Cipriano",1662,"Crédito"
"Banco Itaú S.A.","Agência número 26 do banco Banco Itaú S.A.",327147720,5,"Carlos Cairu",1663,"Crédito"
"Banco Bradesco S.A.","Agência número 22 do banco Banco Bradesco S.A.",392353471,2,"Ludovico Carrasco",1664,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 5 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",330794984,6,"Raoni Thamily",1665,"Crédito"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",255503693,6,"João Rebello",1666,"Crédito"
"Banco do Brasil S.A.","Agência número 50 do banco Banco do Brasil S.A.",267909423,3,"Ramiro Viégas",1667,"Crédito"
"Banco do Brasil S.A.","Agência número 3 do banco Banco do Brasil S.A.",198474553,7,"Mafalda Tristão",1668,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 13 do banco Banco Santander (Brasil) S.A.",391415384,0,"Corina Uchoa",1669,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 8 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",112819583,7,"Óscar Antúnez",1670,"Crédito"
"Caixa Econômica Federal","Agência número 92 do banco Caixa Econômica Federal",89644267,0,"Eduardo Rua",1671,"Crédito"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",193473237,0,"Cauê Caetano",1672,"Crédito"
"Caixa Econômica Federal","Agência número 39 do banco Caixa Econômica Federal",339694786,1,"Ubiratã Camello",1673,"Crédito"
"Caixa Econômica Federal","Agência número 90 do banco Caixa Econômica Federal",296604792,5,"Gil Magalhães",1674,"Crédito"
"Banco Bradesco S.A.","Agência número 2 do banco Banco Bradesco S.A.",16015656,0,"Luísa Gonçalves",1675,"Crédito"
"Caixa Econômica Federal","Agência número 12 do banco Caixa Econômica Federal",255958283,5,"Milu Velásquez",1676,"Crédito"
"Banco do Brasil S.A.","Agência número 28 do banco Banco do Brasil S.A.",284779153,0,"Bernardina Moita",1677,"Crédito"
"Banco Itaú S.A.","Agência número 12 do banco Banco Itaú S.A.",278633277,7,"António Cysneiros",1678,"Crédito"
"Banco do Brasil S.A.","Agência número 31 do banco Banco do Brasil S.A.",162401264,7,"Salvador Dias",1679,"Crédito"
"Banco Bradesco S.A.","Agência número 29 do banco Banco Bradesco S.A.",408009128,0,"Lázaro Veiga",1680,"Crédito"
"Banco Itaú S.A.","Agência número 27 do banco Banco Itaú S.A.",373415894,7,"Clementina Alvim",1681,"Crédito"
"Caixa Econômica Federal","Agência número 32 do banco Caixa Econômica Federal",289928323,8,"Heloísa Pinhal",1682,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 26 do banco Banco Santander (Brasil) S.A.",412461021,7,"Belmifer Ferrón",1683,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 6 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",74138712,7,"Ximena Calheiros",1684,"Crédito"
"Banco do Brasil S.A.","Agência número 22 do banco Banco do Brasil S.A.",212379546,3,"Marli Morales",1685,"Crédito"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",14118439,3,"Diógenes Novaes",1686,"Crédito"
"Banco Itaú S.A.","Agência número 22 do banco Banco Itaú S.A.",261110475,7,"Anacleto Vilarim",1687,"Crédito"
"Caixa Econômica Federal","Agência número 12 do banco Caixa Econômica Federal",224859865,0,"Solano Alvim",1688,"Crédito"
"Caixa Econômica Federal","Agência número 102 do banco Caixa Econômica Federal",394713802,7,"Flor Castilhos",1689,"Crédito"
"Caixa Econômica Federal","Agência número 32 do banco Caixa Econômica Federal",408421578,4,"Pascoal Teles",1690,"Crédito"
"Caixa Econômica Federal","Agência número 10 do banco Caixa Econômica Federal",174663174,0,"Estefânia Macieira",1691,"Crédito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",96295332,5,"Liana Espartero",1692,"Crédito"
"Banco Itaú S.A.","Agência número 22 do banco Banco Itaú S.A.",321020135,5,"Xavier Ornellas",1693,"Crédito"
"Banco Itaú S.A.","Agência número 32 do banco Banco Itaú S.A.",161547674,0,"Rosaura Caldas",1694,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 24 do banco Banco Santander (Brasil) S.A.",323969502,4,"Tomé Cezimbra",1695,"Crédito"
"Caixa Econômica Federal","Agência número 49 do banco Caixa Econômica Federal",246690806,8,"Lídia Meneses",1696,"Crédito"
"Banco Bradesco S.A.","Agência número 24 do banco Banco Bradesco S.A.",308764588,8,"Cleusa Rabello",1697,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 22 do banco Banco Santander (Brasil) S.A.",431731035,2,"Alcides Borba",1698,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 2 do banco Banco Santander (Brasil) S.A.",152303325,3,"Mileide Semedo",1699,"Crédito"
"Caixa Econômica Federal","Agência número 42 do banco Caixa Econômica Federal",72462928,6,"Ágata Carvalhaes",1700,"Crédito"
"Banco do Brasil S.A.","Agência número 15 do banco Banco do Brasil S.A.",141758207,5,"Potira Macena",1701,"Crédito"
"Citibank N.A.","Agência número 12 do banco Citibank N.A.",143928549,0,"Viridiana Thamily",1702,"Crédito"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 20 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",31767518,3,"Henriqueta Estévez",1703,"Crédito"
"Banco do Brasil S.A.","Agência número 48 do banco Banco do Brasil S.A.",88442466,4,"Amália Vilaça",1704,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 5 do banco Banco Santander (Brasil) S.A.",328901157,0,"Ismael Uchoa",1705,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 6 do banco Banco Santander (Brasil) S.A.",181371673,7,"Ricardina Fuentes",1706,"Crédito"
"Caixa Econômica Federal","Agência número 15 do banco Caixa Econômica Federal",101854984,2,"Guadalupe Albernaz",1707,"Crédito"
"Caixa Econômica Federal","Agência número 94 do banco Caixa Econômica Federal",290489730,3,"Polibe Rios",1708,"Crédito"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",306928356,3,"Márcia Carreiro",1709,"Crédito"
"Caixa Econômica Federal","Agência número 14 do banco Caixa Econômica Federal",205133509,6,"Nazaré Quintanilha",1710,"Crédito"
"Caixa Econômica Federal","Agência número 45 do banco Caixa Econômica Federal",345163727,2,"Guálter, Walter Cerqueira",1711,"Crédito"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",119892528,3,"Glauco Queirós",1712,"Crédito"
"Banco do Brasil S.A.","Agência número 14 do banco Banco do Brasil S.A.",94265006,2,"Emílio Barboza",1713,"Crédito"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",78037356,2,"Zacarias Varela",1714,"Crédito"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",348334224,2,"Adelaide Ruela",1715,"Crédito"
"Caixa Econômica Federal","Agência número 55 do banco Caixa Econômica Federal",161995280,8,"Lúcio Villégas",1716,"Crédito"
"Banco Itaú S.A.","Agência número 17 do banco Banco Itaú S.A.",120831779,6,"Palmiro Freitas",1717,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 26 do banco Banco Santander (Brasil) S.A.",253294089,0,"Roseli Bento",1718,"Crédito"
"Banco Bradesco S.A.","Agência número 20 do banco Banco Bradesco S.A.",108994701,7,"Cora Cavadas",1719,"Crédito"
"Banco Bradesco S.A.","Agência número 2 do banco Banco Bradesco S.A.",304599744,5,"Alexandre Lancastre",1720,"Crédito"
"Banco Santander (Brasil) S.A.","Agência número 14 do banco Banco Santander (Brasil) S.A.",321871849,5,"Lavínia Peçanha",1721,"Crédito"
"Banco Panamericano S.A.","Agência número 5 do banco Banco Panamericano S.A.",252881626,2,"Girão Grillo",1722,"Crédito"
"Caixa Econômica Federal","Agência número 46 do banco Caixa Econômica Federal",120862725,7,"Alberto Caneira",1723,"Crédito"
"Caixa Econômica Federal","Agência número 61 do banco Caixa Econômica Federal",70289877,3,"Gil Estrada",1724,"Crédito"
"Caixa Econômica Federal","Agência número 37 do banco Caixa Econômica Federal",133297860,7,"Ítalo Cysneiros",1725,"Crédito"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",147843646,4,"Josias Viégas",1726,"Crédito"
